Sample	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92	93	94	95	96	97	98	99	100	101	102	103	104	105	106	107	108	109	110	111	112	113	114	115	116	117	118	119	120	121	122	123	124	125	126	127	128	129	130	131	132	133	134	135	136	137	138	139	140	141	142	143	144	145	146	147	148	149	150
WT7005R4D3_2 - Adapter 1	0.15347877585595376	0.1949826774921477	0.3149958619575968	0.572633762979927	1.8491441322411108	6.2913012840588785	26.01315377388036	109.34231130598184	344.64912280701753	1624.1	6400.0	28026.666666666668	110480.0	119863.33333333334	114053.33333333334	119133.33333333334	134653.33333333334	97980.0	136606.6666666667	106110.0	103020.0	124446.66666666667	120360.0	137943.33333333334	146900.0	107893.33333333334	116126.66666666667	128756.66666666667	131443.33333333334	123326.66666666667	115926.66666666667	128186.66666666667	124790.0	113433.33333333334	114210.0	122400.0	119250.0	105876.66666666667	106853.33333333334	101063.33333333334	96480.0	99133.33333333334	92230.0	96210.0	95890.0	96953.33333333334	89990.0	85470.0	84586.66666666667	76400.0	75246.66666666667	72243.33333333334	68683.33333333334	72926.66666666667	67056.66666666667	67993.33333333334	75873.33333333334	54253.333333333336	55656.66666666667	58170.0	49543.333333333336	48943.333333333336	66343.33333333334	38933.333333333336	37106.66666666667	35943.333333333336	41093.333333333336	40766.66666666667	36180.0	43900.0	63770.0	46213.333333333336	46526.66666666667	27866.666666666668	18293.333333333336	5846.666666666667	12856.666666666668	15466.666666666668	15566.666666666668	14673.333333333334	13313.333333333334	12620.0	12086.666666666668	10930.0	10286.666666666668	9110.0	8343.333333333334	8070.0	6880.0	6723.333333333334	6380.0	5390.0	4960.0	4373.333333333334	3873.3333333333335	3343.3333333333335	3163.3333333333335	2960.0	2886.666666666667	2513.3333333333335	2110.0	2076.666666666667	1930.0	3423.3333333333335	1440.0	1216.6666666666667	1083.3333333333335	1080.0	1023.3333333333334	933.3333333333334	863.3333333333334	706.6666666666667	616.6666666666667	586.6666666666667	543.3333333333334	650.0	463.33333333333337	763.3333333333334	720.0	543.3333333333334	673.3333333333334	363.33333333333337	570.0	293.33333333333337	216.66666666666669	200.0	196.66666666666669	160.0	220.0	336.6666666666667	223.33333333333334	293.33333333333337	316.6666666666667	193.33333333333334	400.0	213.33333333333334	310.0	1626.6666666666667	810.0	873.3333333333334	2850.0	610.0	786.6666666666667	376.6666666666667	330.0	6356.666666666667	633.3333333333334	356.6666666666667	1803.3333333333335	293230.0
WT7005R4D4_1 - Adapter 1	0.4931618470325941	0.6680329286349781	1.0064437403665012	1.7339548724096592	5.428155506079809	18.161671519095737	71.92423619673929	293.6914223074815	1092.9605263157894	4552.149122807017	18564.035087719298	76195.71428571429	267862.5	278277.5	279577.5	280277.5	287920.0	270485.0	261522.5	267530.0	265465.0	268545.0	274142.5	276750.0	279337.5	274522.5	276420.0	262257.5	265352.5	256475.0	244505.0	253857.5	254450.0	263407.5	248577.5	249995.0	239447.5	236370.0	230622.5	221165.0	211825.0	222242.5	197362.5	209850.0	321512.5	95490.0	188362.5	642152.5	191327.5	54067.5	300285.0	125897.5	42937.5	199012.5	222657.5	85120.0	85005.0	36647.5	120615.0	19015.0	24412.5	93982.5	43090.0	16335.0	49827.5	90565.0	11317.5	35252.5	35427.5	40195.0	3252.5	2980.0	11830.0	22502.5	28317.5	29565.0	29415.0	27155.0	25740.0	23117.5	20805.0	19165.0	17640.0	16007.5	14805.0	13407.5	12162.5	11192.5	10430.0	9207.5	8080.0	7487.5	6780.0	6332.5	5637.5	5032.5	4385.0	4010.0	3580.0	3315.0	2910.0	2790.0	2742.5	4485.0	2005.0	1677.5	1605.0	1322.5	1515.0	1237.5	1145.0	1055.0	885.0	780.0	755.0	702.5	792.5	690.0	605.0	570.0	527.5	412.5	415.0	302.5	270.0	245.0	210.0	202.5	160.0	242.5	172.5	152.5	172.5	175.0	355.0	182.5	205.0	607.5	357.5	935.0	1242.5	640.0	757.5	560.0	875.0	4962.5	3895.0	5622.5	59957.5	12095012.5
WT7005R4D4_2 - Adapter 1	0.4892039176560027	0.6705302792557132	1.0057453116972084	1.7177063709539304	5.440700462407946	18.209111149169377	74.2533223729278	311.20032885722117	996.6118421052631	4659.736842105263	18219.298245614034	76893.57142857143	266285.0	289870.0	269020.0	280010.0	317842.5	227312.5	318837.5	244442.5	241925.0	267235.0	268860.0	300215.0	322360.0	233555.0	252787.5	271112.5	252807.5	260325.0	245750.0	252235.0	257752.5	252937.5	252767.5	259167.5	233942.5	244062.5	213500.0	228245.0	203282.5	206597.5	196715.0	201410.0	199175.0	199222.5	181037.5	172370.0	170150.0	154812.5	153072.5	144060.0	138195.0	141770.0	122352.5	125707.5	139672.5	96895.0	101462.5	107950.0	87417.5	82070.0	121845.0	63710.0	61962.5	59842.5	70320.0	66382.5	53600.0	58520.0	55335.0	48860.0	64485.0	42497.5	25887.5	8515.0	19672.5	24127.5	23817.5	22030.0	20117.5	18562.5	17320.0	15767.5	14682.5	12960.0	11775.0	10862.5	10047.5	8975.0	7870.0	7352.5	6637.5	6115.0	5512.5	4885.0	4372.5	4010.0	3630.0	3345.0	2965.0	2675.0	2690.0	4412.5	1985.0	1630.0	1605.0	1332.5	1475.0	1202.5	1132.5	1032.5	872.5	785.0	735.0	717.5	767.5	690.0	592.5	537.5	540.0	415.0	362.5	300.0	237.5	192.5	157.5	195.0	152.5	240.0	132.5	130.0	132.5	117.5	317.5	147.5	125.0	380.0	212.5	850.0	822.5	452.5	440.0	175.0	232.5	4125.0	527.5	145.0	350.0	58825.0
WT701R1D4_1 - Adapter 1	0.4762917596830959	0.6116310224226785	1.0114791530898612	1.7881952663173695	5.867540162482438	20.141103170240058	79.50205238467552	334.7126661454261	1243.4714620797497	5180.96875	20925.625	85698.0	344378.0	348238.0	363110.0	363124.0	377672.0	362802.0	331914.0	359890.0	354154.0	363720.0	370100.0	369030.0	375890.0	372532.0	383662.0	363876.0	392790.0	364354.0	370438.0	362278.0	378916.0	363682.0	366896.0	371758.0	332318.0	354100.0	333454.0	310978.0	328076.0	352748.0	258494.0	291670.0	460208.0	127042.0	270694.0	586820.0	276512.0	129452.0	387954.0	170414.0	103518.0	300422.0	331836.0	163674.0	179968.0	86762.0	214386.0	52736.0	49520.0	159598.0	101160.0	38302.0	86340.0	167296.0	26116.0	68424.0	60952.0	63840.0	4486.0	5704.0	21386.0	36472.0	42732.0	44248.0	41638.0	38704.0	36390.0	32700.0	29786.0	27554.0	24604.0	22492.0	20818.0	18592.0	16888.0	15706.0	14236.0	13186.0	11984.0	10952.0	9720.0	8794.0	7750.0	7150.0	6384.0	6030.0	5944.0	6098.0	11142.0	48618.0	573214.0	8072044.0	165888.0	21024.0	9376.0	6794.0	4848.0	3904.0	2946.0	2422.0	1858.0	1582.0	1286.0	1370.0	966.0	1178.0	920.0	738.0	712.0	468.0	486.0	426.0	294.0	302.0	236.0	226.0	232.0	260.0	156.0	198.0	176.0	156.0	212.0	178.0	200.0	376.0	260.0	230.0	820.0	222.0	300.0	262.0	344.0	1504.0	1346.0	2258.0	25032.0	3775670.0
WT701R1D4_2 - Adapter 1	0.4828856968257309	0.6166751992950942	1.0179692955179458	1.7959834402043862	5.896218923706554	20.13548347687985	82.48143080531665	355.9284597341673	1122.6426896012508	5315.21875	20492.875	86596.5	339256.0	367044.0	346190.0	365790.0	418908.0	294620.0	423936.0	325808.0	321514.0	359544.0	364590.0	402776.0	452654.0	321842.0	330082.0	381016.0	369258.0	403962.0	339128.0	430864.0	368672.0	341298.0	336840.0	354948.0	347452.0	339278.0	333594.0	308584.0	306008.0	305454.0	290540.0	291408.0	287514.0	293022.0	263942.0	253760.0	251724.0	231948.0	222244.0	213134.0	202482.0	213136.0	181256.0	187384.0	210026.0	141416.0	152256.0	157240.0	129802.0	119998.0	171240.0	97174.0	93266.0	90716.0	101292.0	96490.0	78992.0	85574.0	79792.0	69366.0	91958.0	65120.0	63348.0	72076.0	38046.0	37844.0	35998.0	33218.0	31286.0	31670.0	48954.0	37688.0	48040.0	31476.0	22206.0	18232.0	15304.0	13948.0	12200.0	11350.0	9906.0	8966.0	7930.0	7158.0	7530.0	11728.0	23630.0	62968.0	59692.0	91772.0	597450.0	7666418.0	156514.0	19876.0	8984.0	6640.0	4704.0	3802.0	2846.0	2386.0	1796.0	1556.0	1246.0	1364.0	896.0	1120.0	834.0	658.0	602.0	392.0	428.0	352.0	226.0	248.0	196.0	196.0	140.0	254.0	156.0	176.0	148.0	128.0	208.0	172.0	136.0	256.0	194.0	196.0	594.0	136.0	176.0	106.0	112.0	1148.0	156.0	88.0	346.0	49104.0
WT701R3D4_1 - Adapter 1	0.6029417047340236	0.806770808526444	1.1991782667000113	2.075777476276463	6.525713430531597	21.70875407615117	85.4807813484562	350.95286110410893	1293.1653225806451	5385.403225806452	21846.935483870966	90824.0	340110.0	346332.5	348825.0	351582.5	355385.0	333875.0	317770.0	327322.5	320567.5	322125.0	324210.0	323610.0	324430.0	316527.5	316627.5	302345.0	300487.5	285755.0	272207.5	276777.5	273347.5	277560.0	269680.0	264170.0	246205.0	237677.5	232722.5	226482.5	218662.5	268280.0	147337.5	202642.5	324702.5	90307.5	190557.5	1010925.0	187527.5	29635.0	276097.5	144630.0	20032.5	145355.0	163565.0	46607.5	41037.5	17542.5	77300.0	8260.0	15307.5	70762.5	19655.0	10150.0	36505.0	67137.5	7087.5	22255.0	25312.5	31985.0	3185.0	2360.0	8992.5	19632.5	27667.5	30140.0	29677.5	27897.5	25822.5	23935.0	21902.5	19985.0	18162.5	17165.0	15392.5	13890.0	12797.5	12027.5	11005.0	9772.5	8947.5	7995.0	7220.0	6650.0	5765.0	5202.5	4675.0	4285.0	3915.0	3817.5	4092.5	6792.5	68842.5	1394905.0	21380.0	5192.5	3495.0	2820.0	2375.0	1917.5	1732.5	1452.5	1132.5	1157.5	880.0	890.0	700.0	812.5	707.5	642.5	525.0	412.5	375.0	302.5	210.0	290.0	292.5	237.5	227.5	337.5	135.0	130.0	120.0	190.0	157.5	132.5	195.0	322.5	187.5	280.0	632.5	250.0	317.5	265.0	282.5	1155.0	1200.0	1610.0	19152.5	3355360.0
WT701R3D4_2 - Adapter 1	0.6014286768097741	0.8109331353335886	1.20245446794098	2.0670146840767267	6.5388674905676725	21.72891822492478	88.86767485822307	373.345097050668	1155.3024193548388	5477.056451612903	21564.032258064515	91727.33333333333	338442.5	364280.0	330065.0	351752.5	366757.5	304812.5	374742.5	300385.0	304412.5	320695.0	317427.5	335640.0	382842.5	262785.0	303072.5	302400.0	295407.5	290530.0	272140.0	284105.0	265192.5	279692.5	275100.0	252730.0	251587.5	242362.5	249307.5	214752.5	191390.0	206025.0	196407.5	194940.0	193405.0	194850.0	175732.5	167182.5	164050.0	149455.0	144620.0	140102.5	130352.5	133382.5	118097.5	121040.0	130097.5	94077.5	100092.5	100875.0	85450.0	79700.0	112465.0	65382.5	62210.0	58870.0	69275.0	65825.0	53837.5	56925.0	55992.5	49970.0	67102.5	44240.0	32480.0	18375.0	21692.5	25370.0	24285.0	23075.0	21550.0	20355.0	22452.5	19620.0	19902.5	16092.5	13447.5	12385.0	11035.0	9887.5	8930.0	7970.0	7260.0	6557.5	5647.5	5102.5	4845.0	5467.5	7497.5	14262.5	13262.5	14620.0	75022.5	1321590.0	20355.0	4990.0	3375.0	2732.5	2307.5	1912.5	1735.0	1420.0	1130.0	1135.0	857.5	895.0	682.5	762.5	715.0	617.5	547.5	387.5	385.0	240.0	217.5	262.5	242.5	222.5	217.5	297.5	150.0	130.0	132.5	127.5	120.0	140.0	147.5	265.0	160.0	210.0	565.0	167.5	192.5	177.5	150.0	925.0	255.0	145.0	255.0	46320.0
WT701R4D4_1 - Adapter 1	0.33589828334858907	0.42192171883812696	0.657599705281436	1.1791234530174346	3.7238914210978344	12.463080168776372	49.24221690044475	204.12408759124088	769.4160583941606	3178.5401459854015	12937.826086956522	51975.882352941175	221767.5	227595.0	230172.5	232077.5	237385.0	223925.0	216275.0	220880.0	216257.5	223237.5	227747.5	222910.0	222632.5	217757.5	225000.0	210807.5	221882.5	206590.0	192245.0	196937.5	188970.0	191972.5	191947.5	183650.0	176225.0	169960.0	163782.5	157067.5	148117.5	139797.5	146632.5	132005.0	208722.5	59045.0	112400.0	181915.0	112360.0	63720.0	144535.0	79320.0	54932.5	99005.0	125002.5	73532.5	87117.5	52160.0	86460.0	31450.0	28197.5	69185.0	53335.0	24960.0	37032.5	82112.5	18792.5	36520.0	30410.0	31220.0	4157.5	4800.0	12172.5	15547.5	17230.0	17475.0	17622.5	15767.5	14810.0	13987.5	12470.0	11495.0	10875.0	9860.0	9092.5	9070.0	8165.0	7740.0	7477.5	7192.5	6437.5	6032.5	5342.5	4930.0	4567.5	4252.5	4185.0	4197.5	4282.5	4845.0	9807.5	47890.0	586000.0	8387760.0	172902.5	21120.0	9555.0	6772.5	4862.5	3925.0	3285.0	2462.5	1830.0	1552.5	1247.5	1420.0	1140.0	1482.5	1175.0	1015.0	1092.5	767.5	905.0	580.0	485.0	412.5	350.0	375.0	312.5	472.5	317.5	302.5	477.5	360.0	402.5	345.0	407.5	1457.5	715.0	997.5	2742.5	912.5	1132.5	1095.0	1437.5	5540.0	6570.0	10665.0	120757.5	25011002.5
WT701R4D4_2 - Adapter 1	0.3425100728307488	0.4260934830439112	0.6607580405581032	1.1802994760461036	3.732301760112898	12.475339263313947	50.85471547496864	218.13640510948906	692.6186131386862	3247.116788321168	12676.811594202898	52664.117647058825	220010.0	236472.5	222115.0	231667.5	262227.5	187640.0	265970.0	201902.5	194557.5	222100.0	221257.5	254352.5	256952.5	187137.5	191572.5	221320.0	209395.0	226362.5	175702.5	233250.0	187755.0	178250.0	174427.5	181145.0	175932.5	166247.5	164292.5	149335.0	146340.0	140502.5	132807.5	133437.5	132132.5	128910.0	116592.5	110112.5	109510.0	97507.5	95692.5	90422.5	83702.5	86550.0	76650.0	76292.5	83105.0	58707.5	59342.5	62405.0	52292.5	48820.0	68265.0	37965.0	36215.0	34025.0	39820.0	37702.5	32627.5	40190.0	58942.5	39637.5	40745.0	27175.0	32660.0	47457.5	19932.5	16820.0	15512.5	15187.5	14367.5	16245.0	38620.0	27677.5	45015.0	26920.0	16067.5	14272.5	10715.0	8982.5	7192.5	6572.5	5642.5	5377.5	4895.0	4402.5	5270.0	10632.5	21917.5	59050.0	54840.0	85180.0	615180.0	7987845.0	162710.0	20082.5	9147.5	6560.0	4650.0	3735.0	3202.5	2327.5	1782.5	1540.0	1172.5	1332.5	1065.0	1312.5	990.0	812.5	860.0	517.5	715.0	405.0	337.5	310.0	245.0	292.5	240.0	402.5	265.0	225.0	455.0	280.0	320.0	232.5	270.0	1055.0	500.0	830.0	1982.5	480.0	602.5	325.0	175.0	3860.0	480.0	265.0	1342.5	209017.5
WT70R1D3_1 - Adapter 1	0.5882241088397302	0.7919161821068866	1.235803131641915	2.265187669069313	7.297040071772375	24.908373927163073	98.52090383145945	399.8231441048035	1487.4410480349345	6158.776223776224	25061.25	101099.44444444444	460367.5	473320.0	483545.0	488130.0	497995.0	466635.0	443732.5	456120.0	454272.5	459032.5	466677.5	471112.5	475542.5	469437.5	476447.5	446857.5	453872.5	428737.5	407407.5	422037.5	417397.5	428135.0	423667.5	405172.5	407085.0	391767.5	364855.0	359147.5	335435.0	329740.0	344645.0	306897.5	497097.5	134455.0	274462.5	308607.5	265647.5	220212.5	259865.0	219852.5	195272.5	207580.0	224595.0	181822.5	211937.5	181022.5	166320.0	139652.5	106332.5	145837.5	148535.0	102290.0	92722.5	182185.0	100722.5	136695.0	83122.5	65780.0	6740.0	10067.5	30565.0	41785.0	44625.0	44097.5	41220.0	38420.0	35305.0	31582.5	27820.0	25237.5	22665.0	20597.5	18580.0	16412.5	15287.5	13760.0	12287.5	11127.5	9715.0	8412.5	7382.5	6460.0	6055.0	5227.5	4540.0	4075.0	3597.5	3202.5	3000.0	2630.0	2245.0	4695.0	1712.5	1400.0	1245.0	1265.0	1177.5	1067.5	870.0	702.5	630.0	612.5	682.5	500.0	537.5	577.5	487.5	380.0	430.0	377.5	310.0	277.5	207.5	227.5	155.0	200.0	185.0	180.0	105.0	137.5	145.0	110.0	142.5	92.5	132.5	277.5	162.5	195.0	400.0	170.0	172.5	182.5	220.0	940.0	845.0	1212.5	14575.0	2389105.0
WT70R1D3_2 - Adapter 1	0.5859232571968239	0.7942065069209969	1.2337030899182433	2.2578364585927293	7.310377998901582	24.931161051755428	101.79620128806899	424.8580786026201	1353.8340611353713	6296.328671328671	24597.083333333332	101450.0	458767.5	485810.0	470162.5	490120.0	481620.0	460830.0	494222.5	450895.0	430437.5	454800.0	459060.0	493032.5	541162.5	409880.0	451315.0	457365.0	436460.0	429375.0	415820.0	419545.0	423990.0	410827.5	430622.5	420135.0	424875.0	369595.0	366592.5	342885.0	334585.0	331552.5	303292.5	318260.0	317322.5	313432.5	294845.0	274197.5	264202.5	243395.0	234510.0	224257.5	210880.0	215680.0	191145.0	193412.5	212647.5	151590.0	158137.5	158492.5	135060.0	122232.5	173555.0	98507.5	94900.0	89220.0	102367.5	97587.5	79570.0	82087.5	77530.0	69092.5	91720.0	60892.5	37717.5	11365.0	26322.5	33345.0	32530.0	29865.0	26620.0	24180.0	22277.5	20035.0	18422.5	15927.5	14732.5	13370.0	11870.0	10812.5	9377.5	8340.0	7177.5	6305.0	5912.5	5035.0	4490.0	4112.5	3657.5	3227.5	2945.0	2520.0	2280.0	4600.0	1705.0	1342.5	1237.5	1235.0	1067.5	1092.5	827.5	710.0	637.5	652.5	605.0	532.5	547.5	545.0	482.5	390.0	362.5	355.0	315.0	250.0	192.5	240.0	167.5	177.5	142.5	185.0	105.0	165.0	140.0	97.5	125.0	92.5	82.5	227.5	135.0	140.0	380.0	167.5	137.5	85.0	107.5	772.5	187.5	87.5	177.5	35432.5
WT70R1D4_1 - Adapter 1	0.5317651882642982	0.6910366565515637	1.0744856094374173	1.924211689339203	6.164594595536595	20.835517510595583	82.10405978139639	334.4256078518849	1241.935771632471	5113.214285714285	20833.714285714286	83233.33333333333	381040.0	392785.0	402345.0	405192.5	415957.5	386175.0	365605.0	376252.5	372175.0	383602.5	392417.5	399607.5	406992.5	403657.5	404735.0	382660.0	389272.5	369560.0	351267.5	361660.0	360772.5	373305.0	371902.5	362862.5	364832.5	350282.5	329877.5	327285.0	296580.0	306807.5	332380.0	265850.0	420650.0	167547.5	263512.5	287237.5	258780.0	214152.5	250655.0	212580.0	187622.5	202407.5	221602.5	181932.5	207865.0	179970.0	165802.5	137880.0	106075.0	149270.0	149360.0	104110.0	95310.0	192787.5	106775.0	145160.0	87565.0	69610.0	7790.0	11322.5	34267.5	45777.5	48640.0	48142.5	46605.0	42915.0	39770.0	35290.0	31760.0	28427.5	25335.0	23600.0	21120.0	19647.5	17445.0	15945.0	14745.0	13105.0	11522.5	10590.0	9407.5	7710.0	6790.0	5990.0	5465.0	4867.5	4570.0	4115.0	3412.5	3660.0	9017.5	92302.5	3350.0	1967.5	1687.5	1672.5	1450.0	1120.0	1075.0	902.5	792.5	735.0	725.0	797.5	642.5	680.0	632.5	580.0	537.5	465.0	427.5	447.5	210.0	285.0	180.0	222.5	152.5	292.5	157.5	177.5	157.5	205.0	247.5	182.5	205.0	760.0	352.5	490.0	1110.0	410.0	527.5	515.0	565.0	2925.0	2640.0	3940.0	51262.5	9635417.5
WT70R1D4_2 - Adapter 1	0.5324403483973327	0.6941136112987085	1.0739606210808312	1.9289518352381052	6.222034010546825	20.82046062904305	84.72730314521526	360.5554316306045	1111.5967885816235	5213.464285714285	20514.285714285714	83996.11111111111	377982.5	409105.0	387685.0	404957.5	454300.0	328500.0	444807.5	346452.5	337690.0	380245.0	386632.5	445582.5	470747.5	346360.0	354197.5	399357.5	366895.0	397017.5	330582.5	414057.5	352782.5	359662.5	347110.0	359205.0	370205.0	343892.5	313965.0	333617.5	287140.0	301730.0	286767.5	295222.5	295837.5	298452.5	276557.5	261470.0	253112.5	232237.5	225817.5	215702.5	203552.5	208977.5	188662.5	193305.0	208152.5	152887.5	155347.5	157107.5	134040.0	124740.0	171210.0	100970.0	98052.5	93400.0	106990.0	102710.0	83152.5	86812.5	85640.0	75497.5	100582.5	68292.5	43325.0	12952.5	30062.5	37402.5	36747.5	33392.5	30287.5	27535.0	25095.0	23392.5	21200.0	19162.5	17015.0	15362.5	14140.0	12745.0	11197.5	10202.5	9200.0	7450.0	6662.5	5842.5	5452.5	4945.0	4792.5	4747.5	3860.0	3997.5	9020.0	87957.5	3207.5	1905.0	1635.0	1667.5	1400.0	1132.5	1065.0	852.5	767.5	695.0	710.0	807.5	590.0	705.0	612.5	565.0	477.5	382.5	437.5	385.0	220.0	257.5	145.0	207.5	185.0	250.0	100.0	152.5	137.5	152.5	227.5	105.0	165.0	637.5	295.0	382.5	960.0	260.0	277.5	192.5	142.5	2295.0	397.5	222.5	852.5	138240.0
WT70R3D3_1 - Adapter 1	0.5506038709510946	0.7193001413707943	1.126873745114213	2.0469372571851294	6.573277387391942	22.25697299774869	87.71690482609868	362.26056945642796	1322.5711820534943	5472.0344827586205	22659.583333333332	92976.11111111111	344030.0	349350.0	366684.0	359222.0	371766.0	360828.0	321084.0	343584.0	336900.0	353536.0	361430.0	364200.0	377262.0	373116.0	376546.0	358662.0	366812.0	348044.0	331480.0	345356.0	344008.0	356820.0	365768.0	364832.0	330150.0	342202.0	328870.0	302708.0	325886.0	343214.0	252862.0	290812.0	472506.0	132578.0	283260.0	610932.0	284868.0	132182.0	400790.0	179134.0	107014.0	315988.0	359108.0	174080.0	195918.0	92378.0	225800.0	56544.0	52094.0	172802.0	110158.0	40716.0	92454.0	185876.0	28648.0	73748.0	66636.0	66692.0	4634.0	6448.0	23722.0	40988.0	48478.0	49442.0	47822.0	44200.0	40608.0	36858.0	33158.0	29442.0	26878.0	24164.0	21768.0	20048.0	18036.0	16436.0	14652.0	13462.0	12032.0	10262.0	9272.0	7882.0	7402.0	6326.0	5370.0	5142.0	4606.0	4046.0	3562.0	3160.0	3204.0	8104.0	2122.0	1890.0	1660.0	1480.0	1356.0	1146.0	1010.0	930.0	796.0	678.0	786.0	762.0	660.0	736.0	576.0	508.0	426.0	370.0	364.0	344.0	244.0	202.0	170.0	160.0	166.0	244.0	120.0	144.0	144.0	120.0	198.0	146.0	130.0	422.0	230.0	294.0	870.0	340.0	296.0	296.0	394.0	1720.0	1608.0	2592.0	28054.0	4275472.0
WT70R3D3_2 - Adapter 1	0.5476225300691385	0.7220805846176822	1.1276720694335731	2.0440304298481458	6.613888748462329	22.289731595195406	91.23375572930709	383.7338222605694	1188.4383088869715	5635.137931034483	22077.777777777777	93314.44444444444	340274.0	367048.0	350906.0	361914.0	410936.0	295114.0	409944.0	308908.0	306742.0	349346.0	355310.0	394582.0	450920.0	321484.0	329092.0	369378.0	348700.0	352526.0	334470.0	365066.0	368000.0	335450.0	338938.0	356166.0	363190.0	321180.0	320734.0	306518.0	295384.0	299886.0	281494.0	291898.0	295684.0	299066.0	276240.0	262062.0	257864.0	235002.0	229020.0	220958.0	208218.0	217872.0	193540.0	199392.0	223608.0	153390.0	161404.0	165306.0	140108.0	128932.0	184242.0	106700.0	101746.0	97768.0	113858.0	106398.0	88886.0	91962.0	86980.0	77662.0	103468.0	69738.0	43112.0	13580.0	31346.0	38798.0	37706.0	34632.0	31644.0	28432.0	26348.0	23586.0	21660.0	19366.0	17488.0	15714.0	14174.0	13190.0	11530.0	10034.0	9092.0	7624.0	7208.0	6142.0	5310.0	5116.0	4658.0	4166.0	3520.0	3114.0	3120.0	7910.0	2072.0	1832.0	1606.0	1466.0	1362.0	1150.0	984.0	904.0	798.0	688.0	760.0	756.0	578.0	704.0	568.0	464.0	374.0	350.0	320.0	318.0	214.0	190.0	182.0	144.0	116.0	222.0	110.0	134.0	112.0	116.0	176.0	116.0	104.0	300.0	190.0	234.0	672.0	218.0	180.0	110.0	90.0	1368.0	218.0	140.0	400.0	61766.0
WT70R3D4_1 - Adapter 1	0.4465656452269908	0.5845353049556333	0.8990758494744184	1.5726272532532823	4.987572686957616	16.857204144633148	66.06095650227562	271.5326070735711	995.6358208955224	4134.988066825776	16923.14285714286	69308.07692307692	267685.7142857143	271620.0	282330.0	278854.28571428574	285801.4285714286	276405.7142857143	247540.00000000003	262275.7142857143	259538.57142857145	269938.5714285714	275948.5714285714	280451.4285714286	287635.7142857143	284654.28571428574	286358.5714285714	273272.85714285716	274471.4285714286	261520.00000000003	250517.14285714287	260568.57142857145	260674.28571428574	269334.28571428574	276038.5714285714	276304.28571428574	249332.85714285716	257934.28571428574	245675.7142857143	226200.0	242478.57142857145	253842.85714285716	189270.0	218100.0	352547.1428571429	95584.28571428572	208305.7142857143	438908.5714285715	205521.42857142858	95194.28571428572	287015.7142857143	127402.85714285714	78557.14285714286	225942.85714285716	250811.42857142858	124331.42857142858	137797.14285714287	65388.571428571435	157571.42857142858	39528.57142857143	36714.28571428572	119217.14285714287	77101.42857142858	28202.857142857145	63110.00000000001	124370.00000000001	19755.714285714286	50254.28571428572	44642.857142857145	46205.71428571429	3661.4285714285716	4801.428571428572	16387.14285714286	26500.0	30365.714285714286	30924.285714285717	30098.57142857143	26920.0	24644.285714285717	22347.14285714286	19630.0	17798.57142857143	15471.428571428572	14282.857142857143	13041.428571428572	11685.714285714286	10482.857142857143	9561.428571428572	8815.714285714286	7898.571428571429	6722.857142857143	6044.285714285715	5192.857142857143	4752.857142857143	3834.2857142857147	3527.1428571428573	3132.857142857143	2875.714285714286	2634.2857142857147	2247.1428571428573	2004.2857142857144	1902.857142857143	1928.5714285714287	5907.142857142858	1222.857142857143	1012.8571428571429	992.8571428571429	828.5714285714287	838.5714285714287	707.1428571428572	647.1428571428572	504.28571428571433	455.7142857142857	478.5714285714286	424.28571428571433	451.42857142857144	371.42857142857144	544.2857142857143	471.42857142857144	442.8571428571429	374.28571428571433	308.5714285714286	365.7142857142857	261.42857142857144	218.57142857142858	185.71428571428572	201.42857142857144	214.2857142857143	158.57142857142858	290.0	158.57142857142858	204.2857142857143	150.0	202.85714285714286	308.5714285714286	211.42857142857144	305.7142857142857	1408.5714285714287	441.42857142857144	481.42857142857144	2050.0	588.5714285714286	790.0	787.1428571428572	1244.2857142857144	2980.0	5605.714285714286	9252.857142857143	94367.14285714287	16874745.714285716
